@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
4598,'2019/02/13 20:52:22:457',8,-0.015748,-0.023622,-0.007874,-0.007874,-0.007874,-0.007874,0,0,-0.007874,-0.015748,-0.007874,0,-0.007874,0.015748,0.007874,-0.015748,-0.102722,-0.199036,-0.459106,0.85968,-0.445801,-0.748535,0.505371,0,0.25,1.125,0,0
4599,'2019/02/13 20:52:22:490',8,-0.007874,-0.007874,-0.031496,-0.023622,-0.007874,-0.023622,-0.015748,-0.023622,0,-0.007874,-0.047244,-0.015748,0,-0.007874,0,0.007874,-0.102783,-0.199097,-0.459106,0.85968,-0.45166,-0.749023,0.499512,-0.625,-0.1875,0.125,0,0
4600,'2019/02/13 20:52:22:535',8,-0.015748,-0.023622,0.023622,0,-0.007874,-0.015748,0,-0.007874,0.007874,-0.015748,-0.023622,-0.023622,-0.007874,0,0.007874,-0.007874,-0.102783,-0.199158,-0.459106,0.85968,-0.452637,-0.742188,0.500977,0.25,-0.625,-0.6875,0,0
4601,'2019/02/13 20:52:22:564',8,0,-0.047244,-0.023622,-0.007874,0,-0.007874,-0.007874,-0.015748,-0.007874,-0.007874,-0.047244,0.007874,-0.023622,-0.015748,-0.007874,-0.007874,-0.102905,-0.198853,-0.459229,0.85968,-0.446777,-0.754395,0.503418,-0.75,-1.3125,-0.9375,0,0
4602,'2019/02/13 20:52:22:586',8,-0.007874,0.015748,0.062992,0.031496,0.007874,0,-0.031496,-0.015748,-0.023622,-0.023622,-0.031496,-0.007874,0,-0.023622,-0.007874,0,-0.102783,-0.198364,-0.458923,0.859924,-0.438477,-0.751465,0.506348,1.0625,-1.375,-0.9375,0,0
4603,'2019/02/13 20:52:22:623',8,0.007874,-0.007874,-0.055118,-0.007874,0.007874,0,0,0.007874,0,-0.03937,-0.015748,-0.007874,-0.023622,-0.03937,-0.015748,0.007874,-0.102844,-0.19812,-0.458923,0.859985,-0.443359,-0.75293,0.507324,-0.25,-1.1875,-0.75,0,0
4604,'2019/02/13 20:52:22:653',8,0,-0.007874,0.015748,0.007874,0,-0.007874,-0.015748,-0.007874,0,-0.007874,-0.015748,0,0.007874,0.007874,-0.007874,-0.015748,-0.102844,-0.198059,-0.459106,0.859863,-0.446289,-0.764648,0.506836,-1.1875,-0.5625,-0.4375,0,0
4605,'2019/02/13 20:52:22:691',8,0,0.007874,0.062992,-0.007874,-0.023622,0.007874,0.007874,-0.015748,0,0,0.031496,0,0.007874,0,0,0.007874,-0.102905,-0.198059,-0.459106,0.859863,-0.446777,-0.759277,0.509277,-0.4375,-0.4375,0.25,0,0
4606,'2019/02/13 20:52:22:728',8,-0.007874,0,0,0,-0.015748,0,-0.015748,0.007874,0,-0.007874,-0.015748,-0.015748,0,-0.007874,-0.007874,-0.015748,-0.102905,-0.198059,-0.459106,0.859863,-0.443848,-0.756348,0.512207,-0.8125,-0.3125,0.1875,0,0
4607,'2019/02/13 20:52:22:751',8,-0.023622,0.015748,-0.055118,0,-0.007874,0,-0.007874,-0.015748,0,0.015748,0.141732,0.015748,0,-0.007874,0,0.007874,-0.103088,-0.197998,-0.459167,0.859863,-0.447754,-0.755859,0.517578,-1.6875,-0.6875,0,0,0
4608,'2019/02/13 20:52:22:790',8,0.007874,0.007874,-0.031496,0,-0.015748,-0.007874,-0.015748,-0.007874,-0.015748,-0.03937,0.007874,0,0,-0.007874,0,-0.007874,-0.103271,-0.197815,-0.459167,0.859863,-0.437988,-0.755371,0.517578,-0.125,-1,0,0,0
4609,'2019/02/13 20:52:22:825',8,0,0,0.055118,0.031496,-0.007874,-0.015748,0,-0.007874,-0.007874,-0.007874,0.03937,-0.015748,0,0,0,-0.015748,-0.103333,-0.197693,-0.458984,0.859985,-0.443848,-0.756836,0.513184,0.6875,-1.125,0,0,0
4610,'2019/02/13 20:52:22:857',8,-0.015748,-0.023622,0,0,0,-0.023622,-0.031496,-0.015748,-0.007874,-0.031496,-0.015748,-0.031496,0,-0.023622,0,-0.007874,-0.103394,-0.197693,-0.458923,0.859985,-0.445313,-0.742188,0.512695,-0.3125,-0.8125,-0.125,0,0
4611,'2019/02/13 20:52:22:893',8,-0.007874,-0.007874,0.07874,-0.007874,0.007874,0.007874,0.007874,-0.007874,-0.007874,-0.047244,-0.015748,-0.015748,0.007874,-0.047244,-0.031496,-0.031496,-0.103516,-0.197754,-0.458984,0.859924,-0.453125,-0.754883,0.508789,-0.6875,-0.125,-0.5625,0,0
4612,'2019/02/13 20:52:22:932',8,-0.007874,-0.007874,-0.031496,0,0,-0.023622,-0.015748,-0.007874,-0.007874,-0.007874,-0.023622,-0.007874,0,0.015748,-0.007874,-0.007874,-0.103516,-0.197754,-0.458984,0.859924,-0.451172,-0.758301,0.509766,0.1875,0.0625,-0.8125,0,0
4613,'2019/02/13 20:52:22:961',8,-0.007874,0,-0.047244,-0.007874,-0.015748,0.007874,0,-0.015748,-0.007874,-0.023622,0.007874,0.007874,0.007874,-0.015748,-0.015748,-0.015748,-0.103516,-0.197815,-0.459045,0.859924,-0.443359,-0.763672,0.49707,-0.6875,0.5625,-0.625,0,0
4614,'2019/02/13 20:52:22:991',8,0,-0.015748,-0.055118,-0.023622,-0.023622,-0.007874,-0.031496,-0.023622,-0.015748,-0.031496,-0.015748,-0.007874,-0.007874,0,-0.031496,-0.015748,-0.103638,-0.197815,-0.459229,0.859802,-0.440918,-0.759766,0.507813,-1.3125,0.1875,0.5,0,0
4615,'2019/02/13 20:52:23:028',8,-0.007874,-0.015748,-0.015748,0,-0.007874,0,-0.007874,0,0.007874,0,0.007874,0.015748,-0.007874,-0.015748,0,0.015748,-0.103821,-0.197815,-0.459534,0.859619,-0.440918,-0.76709,0.506836,-2.0625,-0.25,0.9375,0,0
4616,'2019/02/13 20:52:23:057',8,-0.007874,-0.015748,-0.03937,-0.015748,0.007874,0,-0.03937,-0.007874,-0.007874,0.031496,-0.015748,0,-0.023622,-0.007874,-0.023622,0,-0.104187,-0.197754,-0.459045,0.859802,-0.435547,-0.751465,0.506836,1.9375,-1.0625,1.1875,0,0
4617,'2019/02/13 20:52:23:090',8,0,-0.023622,0.023622,-0.007874,0,-0.007874,-0.023622,-0.023622,-0.007874,-0.007874,0.015748,-0.015748,-0.007874,0,0,0,-0.104858,-0.197693,-0.458923,0.859802,-0.439941,-0.752441,0.513184,-1.6875,-0.9375,1.3125,0,0
4618,'2019/02/13 20:52:23:133',8,-0.015748,-0.015748,0,-0.007874,-0.015748,-0.007874,-0.015748,-0.015748,-0.007874,-0.007874,-0.015748,-0.007874,-0.007874,-0.015748,0.007874,-0.007874,-0.105164,-0.197632,-0.458923,0.859802,-0.441895,-0.753418,0.511719,-0.75,-0.8125,1.125,0,0
4619,'2019/02/13 20:52:23:165',8,-0.007874,-0.015748,-0.047244,-0.007874,-0.007874,-0.015748,-0.031496,-0.023622,-0.015748,-0.015748,-0.03937,-0.023622,-0.007874,-0.015748,-0.015748,-0.007874,-0.105164,-0.197632,-0.458862,0.859802,-0.436523,-0.745605,0.507813,-0.25,-0.6875,0.5625,0,0
4620,'2019/02/13 20:52:23:208',8,-0.007874,-0.007874,0.047244,0,-0.007874,0,0.007874,0.007874,0.007874,-0.047244,-0.03937,-0.031496,-0.015748,-0.007874,-0.015748,-0.023622,-0.105164,-0.197632,-0.458862,0.859863,-0.441895,-0.750977,0.509277,-1,-0.6875,-0.5,0,0
4621,'2019/02/13 20:52:23:223',8,0,0,-0.007874,-0.007874,-0.007874,-0.015748,0.007874,0,-0.023622,-0.007874,-0.015748,-0.007874,0.015748,0,-0.007874,0,-0.105225,-0.197571,-0.459167,0.85968,-0.447266,-0.751465,0.495117,-1.5,-0.75,-0.75,0,0
4622,'2019/02/13 20:52:23:253',8,-0.007874,-0.015748,-0.023622,-0.015748,-0.007874,0,-0.015748,-0.007874,0.007874,-0.023622,-0.023622,-0.015748,0.015748,0.015748,0,-0.007874,-0.105347,-0.197144,-0.459717,0.859497,-0.439453,-0.76123,0.505371,-1.75,-1.125,-0.5,0,0
4623,'2019/02/13 20:52:23:291',8,0.007874,-0.007874,0.055118,0,0.007874,-0.015748,-0.015748,-0.007874,-0.031496,0,-0.07874,-0.03937,-0.007874,-0.007874,-0.015748,-0.023622,-0.105713,-0.196655,-0.460144,0.859314,-0.437988,-0.757813,0.506836,-0.875,-1.4375,0.125,0,0
4624,'2019/02/13 20:52:23:328',8,-0.007874,0,-0.007874,-0.007874,-0.015748,-0.007874,-0.023622,0,0.015748,0.015748,0.07874,0.023622,0.007874,0.015748,0.007874,0.007874,-0.105957,-0.196411,-0.460327,0.859253,-0.4375,-0.75293,0.509766,-1.75,-1.4375,0.625,0,0
4625,'2019/02/13 20:52:23:367',8,0,-0.031496,0.007874,0.007874,-0.007874,-0.007874,-0.015748,-0.007874,0.007874,-0.023622,0.007874,0,0.007874,0.007874,0.007874,0,-0.10675,-0.195923,-0.46106,0.858826,-0.44043,-0.765625,0.510254,-3.375,-1.5,1.125,0,0
4626,'2019/02/13 20:52:23:412',8,-0.007874,-0.015748,-0.023622,0,0,0.007874,0.015748,-0.007874,-0.015748,-0.015748,-0.007874,0,-0.015748,-0.015748,-0.023622,-0.007874,-0.107361,-0.195496,-0.461243,0.858765,-0.439453,-0.75293,0.520508,-1.5625,-1.4375,0.75,0,0
4627,'2019/02/13 20:52:23:425',8,0,-0.007874,0,0,0,-0.015748,-0.007874,0,-0.007874,0,-0.047244,0.007874,0.007874,0,0,0,-0.107727,-0.195251,-0.461426,0.858704,-0.438477,-0.758301,0.519043,-2.8125,-1.5,1.0625,0,0
4628,'2019/02/13 20:52:23:455',8,-0.007874,0.015748,0.007874,0.007874,-0.015748,0,0.023622,0,0.007874,0,-0.015748,-0.015748,0.015748,-0.007874,-0.007874,-0.007874,-0.108398,-0.194824,-0.461731,0.858521,-0.438477,-0.763184,0.513672,-1.75,-1.1875,1.25,0,0
4629,'2019/02/13 20:52:23:493',8,-0.023622,0,0.007874,-0.015748,-0.023622,-0.023622,0,-0.007874,-0.007874,-0.007874,-0.015748,-0.015748,-0.023622,0,0,-0.007874,-0.10907,-0.194763,-0.461914,0.858398,-0.445313,-0.758789,0.508789,-2,-0.625,1.5,0,0
4630,'2019/02/13 20:52:23:525',8,0,0.007874,0.007874,0.007874,-0.007874,-0.015748,0,-0.007874,-0.007874,-0.023622,-0.094488,-0.015748,-0.007874,-0.007874,0.007874,-0.007874,-0.109375,-0.194763,-0.461914,0.858337,-0.437988,-0.761719,0.512695,-1,-0.3125,1.625,0,0
4631,'2019/02/13 20:52:23:571',8,-0.015748,0,-0.165354,-0.03937,-0.007874,-0.007874,0.007874,-0.015748,-0.015748,0,0.086614,0.031496,-0.015748,-0.007874,-0.007874,-0.007874,-0.109802,-0.195007,-0.461853,0.858276,-0.439453,-0.753418,0.512207,-1.4375,0.4375,1.4375,0,0
4632,'2019/02/13 20:52:23:598',8,-0.007874,-0.047244,0.007874,-0.007874,0.007874,-0.023622,-0.007874,0,-0.015748,-0.015748,0.007874,-0.007874,0.015748,-0.015748,-0.007874,-0.007874,-0.109985,-0.195068,-0.462097,0.858093,-0.438965,-0.762207,0.501953,-0.625,0.4375,0.8125,0,0
4633,'2019/02/13 20:52:23:645',8,-0.007874,-0.015748,0,-0.007874,-0.007874,0,-0.007874,-0.015748,-0.007874,-0.023622,-0.023622,0,-0.015748,0,0,0,-0.109985,-0.195068,-0.462097,0.858093,-0.438965,-0.755859,0.504883,-0.4375,0.375,0.8125,0,0
4634,'2019/02/13 20:52:23:658',8,0,-0.015748,0.031496,-0.015748,0,-0.023622,-0.007874,-0.007874,-0.007874,-0.015748,-0.031496,-0.007874,0.007874,-0.023622,-0.007874,0.015748,-0.110229,-0.195129,-0.462402,0.85791,-0.433105,-0.763672,0.502441,-1.1875,0.25,0.875,0,0
4635,'2019/02/13 20:52:23:696',8,0,-0.031496,-0.015748,-0.015748,-0.031496,-0.007874,0,-0.007874,0,0,-0.015748,-0.015748,0.007874,-0.007874,-0.007874,0,-0.110229,-0.195129,-0.462341,0.85791,-0.438477,-0.754883,0.507324,-0.375,0.1875,0.8125,0,0
4636,'2019/02/13 20:52:23:728',8,-0.007874,-0.007874,0.055118,0.007874,-0.007874,-0.023622,0.015748,0.007874,-0.007874,-0.031496,-0.047244,-0.015748,0.007874,0.007874,0,0,-0.110229,-0.195068,-0.462341,0.85791,-0.43457,-0.753906,0.508301,-0.4375,0.25,0.9375,0,0
4637,'2019/02/13 20:52:23:766',8,0,0,0.055118,0,0.015748,-0.007874,-0.007874,0,-0.007874,-0.023622,-0.03937,-0.015748,-0.031496,-0.007874,-0.015748,-0.007874,-0.110229,-0.195068,-0.46228,0.857971,-0.436035,-0.756348,0.505371,-1,0.5,0.1875,0,0
4638,'2019/02/13 20:52:23:802',8,-0.007874,-0.007874,0.007874,-0.007874,0,0,-0.015748,0,-0.015748,-0.007874,0.015748,0,0,-0.015748,0,-0.007874,-0.110229,-0.195068,-0.46228,0.857971,-0.441406,-0.755371,0.507324,-0.6875,0.75,-0.0625,0,0
4639,'2019/02/13 20:52:23:823',8,-0.015748,0,-0.015748,-0.015748,-0.015748,0,0,-0.015748,-0.015748,-0.015748,-0.03937,0,-0.015748,0,0,0,-0.110229,-0.195068,-0.462219,0.857971,-0.443848,-0.759277,0.510254,-0.5625,0.8125,-0.1875,0,0
4640,'2019/02/13 20:52:23:853',8,0,0.007874,-0.023622,-0.031496,-0.015748,-0.007874,0,0,-0.015748,-0.015748,0,0,-0.007874,0.007874,0,-0.007874,-0.110229,-0.195068,-0.462219,0.857971,-0.443848,-0.756836,0.503906,0.375,0.5,-0.625,0,0
4641,'2019/02/13 20:52:23:891',8,0.007874,-0.007874,-0.03937,-0.015748,0,0,-0.015748,-0.007874,0,0,0,-0.007874,0,-0.007874,0,0,-0.110229,-0.195068,-0.462219,0.857971,-0.439453,-0.759277,0.50293,-0.6875,0.8125,-0.625,0,0
4642,'2019/02/13 20:52:23:928',8,-0.007874,-0.007874,-0.015748,0,-0.007874,0,-0.007874,-0.007874,0,-0.03937,0,0,-0.007874,-0.015748,0,0,-0.110229,-0.195068,-0.462219,0.857971,-0.447754,-0.764648,0.510742,0.1875,0.8125,-0.5,0,0
4643,'2019/02/13 20:52:23:969',8,-0.007874,-0.055118,-0.07874,-0.015748,0,-0.007874,0,0.007874,0,-0.007874,0.023622,-0.007874,-0.007874,-0.007874,-0.007874,0.007874,-0.110107,-0.195313,-0.462158,0.857971,-0.443848,-0.756348,0.503418,0.5,1.1875,-0.125,0,0
4644,'2019/02/13 20:52:24:005',8,-0.015748,-0.015748,-0.015748,-0.007874,-0.007874,0.015748,-0.007874,-0.015748,-0.007874,-0.031496,0.031496,-0.015748,-0.007874,-0.007874,-0.023622,0,-0.110046,-0.195679,-0.462463,0.857727,-0.445313,-0.762207,0.500977,-1.0625,1.125,0,0,0
4645,'2019/02/13 20:52:24:041',8,-0.015748,-0.015748,-0.015748,0,-0.015748,-0.031496,-0.007874,-0.015748,0.007874,0.023622,0.031496,0.023622,0.023622,0.007874,0.023622,0,-0.109985,-0.195862,-0.462524,0.857666,-0.442871,-0.759277,0.499512,-0.3125,1.0625,-0.0625,0,0
4646,'2019/02/13 20:52:24:055',8,-0.007874,-0.023622,-0.023622,-0.023622,-0.007874,-0.015748,-0.015748,-0.015748,0.007874,-0.015748,-0.007874,0.015748,-0.007874,0.007874,0,-0.007874,-0.109985,-0.195862,-0.462524,0.857666,-0.446289,-0.754883,0.498047,-0.25,0.3125,0,0,0
4647,'2019/02/13 20:52:24:092',8,0,-0.015748,0,-0.023622,-0.015748,-0.015748,-0.007874,0,-0.007874,-0.015748,-0.015748,-0.031496,-0.023622,-0.007874,-0.031496,-0.007874,-0.110046,-0.195862,-0.462708,0.857544,-0.443848,-0.758789,0.498535,0.25,-0.125,0,0,0
4648,'2019/02/13 20:52:24:131',8,-0.007874,0,-0.023622,0.015748,0.007874,0.007874,-0.031496,-0.023622,-0.015748,-0.007874,-0.031496,-0.007874,-0.007874,0,0,0,-0.110046,-0.195862,-0.462708,0.857544,-0.446289,-0.754883,0.498535,0,-0.25,-0.0625,0,0
4649,'2019/02/13 20:52:24:163',8,0.007874,0.031496,-0.015748,0.007874,0,-0.007874,-0.007874,-0.015748,-0.007874,-0.015748,0,-0.007874,0.015748,-0.015748,-0.015748,-0.015748,-0.110107,-0.195862,-0.462646,0.857605,-0.443359,-0.759766,0.503418,-0.5625,-0.25,-0.125,0,0
4650,'2019/02/13 20:52:24:200',8,-0.015748,-0.007874,0.023622,0.007874,-0.015748,0.007874,-0.007874,0,-0.015748,-0.007874,-0.047244,-0.023622,0,-0.023622,-0.015748,-0.007874,-0.110107,-0.195862,-0.462646,0.857605,-0.442871,-0.753906,0.505859,-0.0625,-0.4375,-0.0625,0,0
4651,'2019/02/13 20:52:24:245',8,0,0.015748,-0.007874,-0.007874,-0.007874,-0.007874,-0.015748,0,0.007874,-0.007874,-0.055118,-0.007874,-0.031496,-0.023622,-0.007874,0,-0.110107,-0.195923,-0.462646,0.857605,-0.446289,-0.751465,0.500488,-0.875,-0.4375,0.0625,0,0
4652,'2019/02/13 20:52:24:258',8,-0.007874,-0.023622,0.007874,0.007874,0,0,-0.015748,-0.015748,-0.015748,-0.015748,-0.031496,-0.015748,-0.023622,-0.023622,-0.015748,-0.015748,-0.110229,-0.195801,-0.462708,0.857605,-0.445801,-0.76123,0.508301,-0.3125,-0.625,-0.1875,0,0
4653,'2019/02/13 20:52:24:296',8,-0.007874,-0.007874,0.062992,0.03937,0.007874,0.007874,-0.015748,-0.007874,0.015748,-0.023622,-0.031496,-0.031496,-0.007874,-0.015748,-0.023622,-0.007874,-0.110229,-0.195801,-0.462646,0.857605,-0.447754,-0.753418,0.505859,0.1875,-0.8125,-0.375,0,0
4654,'2019/02/13 20:52:24:325',8,0,-0.015748,-0.03937,-0.023622,0,-0.023622,0,0.007874,-0.023622,-0.015748,0.023622,0.007874,0,0,0,-0.007874,-0.110229,-0.195801,-0.462646,0.857605,-0.443848,-0.754883,0.509277,-0.6875,-0.75,0,0,0
4655,'2019/02/13 20:52:24:360',8,-0.015748,-0.031496,0.007874,-0.007874,-0.007874,0.007874,-0.007874,-0.007874,0,0,-0.070866,-0.015748,0.007874,-0.015748,0,0,-0.110413,-0.19574,-0.462646,0.857605,-0.443848,-0.767578,0.507813,-0.4375,-0.1875,1,0,0
4656,'2019/02/13 20:52:24:403',8,-0.007874,0,0.007874,-0.015748,-0.015748,0.015748,0.015748,0,-0.015748,-0.007874,-0.047244,-0.007874,-0.015748,-0.015748,-0.023622,-0.007874,-0.110596,-0.196045,-0.46228,0.857727,-0.44043,-0.754395,0.506836,0.5625,0.5,1.1875,0,0
4657,'2019/02/13 20:52:24:432',8,-0.015748,0,-0.015748,-0.015748,0,-0.007874,-0.023622,-0.007874,0,-0.031496,-0.031496,0,-0.015748,-0.015748,-0.015748,-0.007874,-0.11084,-0.196167,-0.46228,0.857605,-0.438965,-0.756348,0.508789,-1.125,0.625,1.4375,0,0
4658,'2019/02/13 20:52:24:469',8,-0.007874,-0.007874,-0.015748,-0.007874,-0.023622,-0.015748,0,0,-0.007874,-0.007874,-0.015748,-0.015748,0,-0.007874,-0.007874,-0.015748,-0.111084,-0.196533,-0.462219,0.857544,-0.442871,-0.753906,0.507813,0.25,0.8125,1.1875,0,0
4659,'2019/02/13 20:52:24:492',8,0,-0.007874,0.023622,0.007874,-0.007874,-0.007874,-0.031496,0,-0.007874,-0.03937,-0.055118,-0.031496,0.007874,0.031496,0.023622,0.007874,-0.111084,-0.196533,-0.462158,0.857544,-0.443359,-0.754395,0.500977,0,0.375,0.875,0,0
4660,'2019/02/13 20:52:24:527',8,0.023622,0,0,0,-0.015748,0.007874,0,0.007874,-0.023622,-0.015748,-0.031496,-0.023622,-0.007874,-0.03937,-0.031496,-0.015748,-0.111145,-0.196533,-0.462158,0.857605,-0.445801,-0.748047,0.512207,0,0.3125,0.375,0,0
4661,'2019/02/13 20:52:24:569',8,-0.007874,0.015748,-0.023622,-0.023622,0,-0.007874,-0.015748,-0.015748,0,-0.055118,-0.07874,-0.023622,-0.023622,-0.015748,-0.015748,-0.015748,-0.111145,-0.196533,-0.462097,0.857605,-0.442871,-0.752441,0.507324,-0.25,-0.0625,0.0625,0,0
4662,'2019/02/13 20:52:24:598',8,0,0,-0.03937,-0.007874,0.007874,-0.015748,-0.007874,-0.007874,-0.007874,0,-0.007874,0,-0.007874,-0.007874,0.007874,-0.015748,-0.111145,-0.196533,-0.462097,0.857605,-0.440918,-0.757813,0.501953,-0.9375,0,-0.375,0,0
4663,'2019/02/13 20:52:24:635',8,-0.023622,-0.031496,-0.007874,0.015748,0.007874,0.007874,-0.007874,-0.015748,-0.015748,-0.007874,0,-0.015748,0.007874,0,-0.007874,-0.007874,-0.111084,-0.196472,-0.462097,0.857605,-0.439941,-0.763672,0.5,-0.75,-0.125,-0.25,0,0
4664,'2019/02/13 20:52:24:658',8,0.007874,0.007874,0.015748,0.015748,0,-0.015748,0,0,-0.015748,-0.007874,-0.007874,-0.015748,0.023622,-0.015748,-0.015748,0,-0.111145,-0.196472,-0.462097,0.857605,-0.444336,-0.756348,0.503418,-0.5,-0.0625,0,0,0
4665,'2019/02/13 20:52:24:692',8,-0.015748,0.023622,-0.023622,0,-0.023622,-0.015748,-0.023622,-0.007874,-0.007874,-0.023622,-0.03937,-0.015748,0.007874,0.007874,-0.007874,-0.015748,-0.111145,-0.196472,-0.462219,0.857544,-0.445313,-0.757813,0.501953,-0.8125,0,-0.125,0,0
4666,'2019/02/13 20:52:24:731',8,0,0.015748,0,-0.007874,-0.007874,-0.007874,0.007874,-0.015748,-0.007874,-0.007874,0.031496,0.007874,-0.015748,-0.015748,0,0,-0.111145,-0.196472,-0.462219,0.857544,-0.443359,-0.760254,0.501465,-0.375,0.125,-0.125,0,0
4667,'2019/02/13 20:52:24:760',8,-0.023622,-0.031496,0.023622,-0.023622,0,-0.023622,-0.023622,-0.015748,-0.015748,-0.015748,0.015748,0,0,0.007874,-0.015748,-0.015748,-0.111145,-0.196472,-0.462219,0.857544,-0.443848,-0.760742,0.504883,-0.4375,0.3125,0.3125,0,0
4668,'2019/02/13 20:52:24:802',8,0.007874,-0.031496,0.047244,-0.015748,-0.015748,0,-0.015748,-0.015748,-0.007874,0,-0.062992,-0.015748,0,0,-0.007874,-0.015748,-0.111145,-0.196411,-0.462219,0.857544,-0.444824,-0.760254,0.501953,-0.0625,0.625,0.75,0,0
4669,'2019/02/13 20:52:24:838',8,0,-0.015748,-0.015748,0,-0.015748,-0.007874,-0.015748,-0.015748,0.007874,-0.015748,-0.031496,-0.015748,-0.031496,-0.007874,-0.015748,0,-0.111145,-0.196411,-0.462219,0.857544,-0.445801,-0.755859,0.503418,-0.3125,0.875,0.6875,0,0
4670,'2019/02/13 20:52:24:876',8,-0.007874,0.03937,0.102362,0.031496,0.031496,0.007874,0,0.007874,-0.015748,-0.031496,-0.03937,-0.031496,0,0,-0.007874,-0.015748,-0.111084,-0.196838,-0.462158,0.857483,-0.444336,-0.759277,0.496582,0.0625,1.1875,0.4375,0,0
4671,'2019/02/13 20:52:24:912',8,0,0.007874,0.062992,0.015748,-0.007874,0,0.015748,0,-0.007874,-0.023622,-0.007874,-0.007874,-0.007874,-0.023622,0.007874,-0.015748,-0.111023,-0.197266,-0.462402,0.8573,-0.445313,-0.765137,0.507813,-0.8125,1.25,0.5,0,0
4672,'2019/02/13 20:52:24:933',8,0,-0.015748,0,-0.007874,-0.007874,-0.007874,-0.023622,-0.007874,-0.015748,0.007874,0.023622,0.007874,-0.015748,0.015748,-0.015748,-0.015748,-0.111023,-0.19751,-0.462341,0.857239,-0.449219,-0.757813,0.498535,0.375,1.25,0.5,0,0
4673,'2019/02/13 20:52:24:964',8,-0.015748,-0.047244,-0.023622,-0.015748,-0.015748,0,0,0,-0.007874,-0.007874,0.015748,0.007874,-0.015748,0,-0.007874,-0.023622,-0.110962,-0.197754,-0.46228,0.857239,-0.445801,-0.755371,0.499023,-0.4375,0.9375,0.6875,0,0
4674,'2019/02/13 20:52:24:994',8,-0.007874,-0.023622,-0.023622,0,-0.023622,-0.015748,-0.007874,-0.007874,0,0.007874,-0.047244,-0.007874,0.007874,-0.007874,-0.015748,0.007874,-0.110962,-0.197754,-0.46228,0.857239,-0.452637,-0.759766,0.507324,0.125,0.6875,0.5625,0,0
4675,'2019/02/13 20:52:25:032',8,-0.015748,-0.03937,0.015748,-0.031496,-0.007874,-0.007874,-0.007874,-0.007874,-0.015748,0,0,-0.007874,-0.015748,-0.015748,0.007874,0,-0.111023,-0.197815,-0.46228,0.857239,-0.453125,-0.748047,0.498047,-0.125,0.75,0.6875,0,0
4676,'2019/02/13 20:52:25:078',8,0.007874,0.015748,-0.007874,0,0,-0.023622,-0.007874,-0.007874,0,-0.015748,-0.031496,-0.023622,0,-0.015748,-0.015748,-0.007874,-0.111023,-0.197815,-0.46228,0.857239,-0.451172,-0.757324,0.500488,-0.3125,0.5625,0.25,0,0
4677,'2019/02/13 20:52:25:092',8,0,-0.015748,-0.047244,-0.023622,0,-0.015748,0,-0.023622,0.007874,-0.031496,0.015748,-0.015748,0,-0.015748,-0.023622,-0.007874,-0.111023,-0.197876,-0.462219,0.857239,-0.453125,-0.753418,0.503418,-0.125,0.3125,-0.1875,0,0
4678,'2019/02/13 20:52:25:128',8,-0.023622,-0.015748,-0.023622,-0.007874,0,-0.007874,-0.015748,-0.007874,-0.007874,-0.023622,0,0.007874,0.007874,0,0.015748,-0.007874,-0.111084,-0.197937,-0.462341,0.857178,-0.456543,-0.756348,0.503418,-1.0625,0.25,-0.125,0,0
4679,'2019/02/13 20:52:25:157',8,0,0.023622,-0.007874,0,-0.031496,-0.015748,-0.007874,0,-0.031496,-0.023622,-0.047244,-0.023622,-0.007874,0,-0.015748,-0.023622,-0.111084,-0.197937,-0.462341,0.857178,-0.445801,-0.755859,0.507324,0.6875,0.1875,0.3125,0,0
4680,'2019/02/13 20:52:25:202',8,-0.007874,0.015748,0.007874,0.015748,-0.007874,0,0.007874,0,-0.015748,0.007874,-0.023622,-0.023622,-0.015748,-0.03937,-0.007874,-0.023622,-0.111145,-0.197937,-0.46228,0.857178,-0.449707,-0.758789,0.507324,0.1875,0.1875,0.75,0,0
4681,'2019/02/13 20:52:25:232',8,-0.007874,-0.023622,-0.023622,-0.015748,0.007874,0,0.007874,0,-0.015748,0.023622,0.031496,0,-0.007874,0,-0.023622,-0.015748,-0.111145,-0.197937,-0.46228,0.857178,-0.44873,-0.753418,0.513672,-0.125,0.25,0.75,0,0
